replicate,NumDays,treatment,predict_spec,mean.dens.ml
4,29,C+D+P,Para,120.39674796747967
4,29,C+D+S,Colp,235.24249322493225
4,29,C+D+S,Dexio,96.16737127371273
4,29,C+D+S,Spiro,31.280650406504062
4,31,C+D,Colp,159.14124661246612
4,31,C+D,Dexio,275.4872628726287
4,31,C+D+P,Colp,58.510569105691054
4,31,C+D+P,Dexio,59.635772357723575
4,31,C+D+P,Para,48.946341463414626
4,31,C+D+S,Colp,157.30341463414635
4,31,C+D+S,Dexio,115.67089430894309
4,31,C+D+S,Spiro,43.207804878048776
4,33,C+D,Colp,228.86634146341464
4,33,C+D,Dexio,218.21441734417346
4,33,C+D+P,Colp,30.643035230352304
4,33,C+D+P,Dexio,62.261246612466124
4,33,C+D+P,Para,37.91934959349594
4,33,C+D+S,Colp,131.1908196123978
4,33,C+D+S,Dexio,184.98341463414633
4,33,C+D+S,Spiro,72.42558265582656
4,35,C+D,Colp,138.850081300813
4,35,C+D,Dexio,348.6254742547425
4,35,C+D+P,Colp,20.478699186991868
4,35,C+D+P,Dexio,57.08531165311653
4,35,C+D+P,Para,39.082059620596205
4,35,C+D+S,Colp,113.87056910569105
4,35,C+D+S,Dexio,210.56303523035228
4,35,C+D+S,Spiro,36.45321397034195
4,37,C+D,Colp,148.9769105691057
4,37,C+D,Dexio,243.4939837398374
4,37,C+D+P,Colp,18.24492861386979
4,37,C+D+P,Dexio,75.72617886178861
4,37,C+D+P,Para,20.622160509132986
4,37,C+D+P+Pd,Para,13.84
4,37,C+D+S,Colp,141.7381029810298
4,37,C+D+S,Dexio,186.97127371273712
4,37,C+D+S,Spiro,44.070460704607044
4,37,C+D+S+Pd,Noise,13.84
4,39,C+D,Colp,65.44932249322493
4,39,C+D,Dexio,356.0893224932249
4,39,C+D+P,Colp,80.11447154471544
4,39,C+D+P,Dexio,39.71967479674797
4,39,C+D+P,Para,13.84
4,39,C+D+S,Colp,171.51848238482384
4,39,C+D+S,Dexio,203.84932249322492
4,39,C+D+S,Spiro,36.07992834504616
4,41,C+D,Colp,87.50330623306233
4,41,C+D,Dexio,306.0177777777778
4,41,C+D+P,Colp,49.99653116531165
4,41,C+D+P,Dexio,38.81951219512195
4,41,C+D+P,Para,16.272484848484847
4,41,C+D+P+Pd,Para,13.84
4,41,C+D+S,Colp,58.06048780487805
4,41,C+D+S,Dexio,223.01528455284551
4,41,C+D+S,Spiro,35.95024390243903
4,43,C+D,Colp,40.207262872628725
4,43,C+D,Dexio,275.29972899729
4,43,C+D+P,Colp,76.06373983739837
4,43,C+D+P,Dexio,86.4531165311653
4,43,C+D+P,Para,29.805281442978362
4,43,C+D+S,Colp,49.8840108401084
4,43,C+D+S,Dexio,241.09355013550135
4,43,C+D+S,Spiro,44.44552845528455
4,45,C+D,Colp,26.83609756097561
4,45,C+D,Dexio,264.49777777777774
4,45,C+D+P,Colp,71.45040650406504
4,45,C+D+P,Dexio,60.04834688346883
4,45,C+D+P,Para,16.183280423280422
4,45,C+D+P+Pd,Noise,33.77898305084746
4,45,C+D+P+Pd,Spath,13.84
4,45,C+D+P+Pd,Para,56.30980392156862
4,45,C+D+S,Colp,100.1430894308943
4,45,C+D+S,Dexio,228.79132791327913
4,45,C+D+S,Spiro,29.030243902439025
4,47,C+D,Colp,13.84
4,47,C+D,Dexio,200.51121951219514
4,47,C+D+P,Colp,80.6770731707317
4,47,C+D+P,Dexio,76.62634146341463
4,47,C+D+P,Para,22.33528455284553
4,47,C+D+S,Colp,60.8359891598916
4,47,C+D+S,Dexio,224.59056910569103
4,47,C+D+S,Spiro,39.269593495934956
4,49,C+D,Colp,13.84
4,49,C+D,Dexio,136.52466124661248
4,49,C+D+P,Colp,37.61929539295393
4,49,C+D+P,Dexio,78.08910569105691
4,49,C+D+S,Colp,47.1460162601626
4,49,C+D+S,Dexio,232.54200542005418
4,49,C+D+S,Spiro,28.861463414634144
4,49,C+D+S+Pd,Noise,13.84
4,51,C+D,Dexio,157.34092140921408
4,51,C+D+P,Colp,136.1871002710027
4,51,C+D+P,Dexio,98.08021680216802
4,51,C+D+P,Para,21.228834688346883
4,51,C+D+S,Colp,37.16921409214092
4,51,C+D+S,Dexio,119.79663956639567
4,51,C+D+S,Spiro,37.88184281842818
4,53,C+D,Dexio,152.24
4,53,C+D+P,Colp,50.96266550522648
4,53,C+D+P,Dexio,71.45040650406503
4,53,C+D+P,Para,13.84
4,53,C+D+P+Pd,Dexio,13.84
4,53,C+D+P+Pd,Para,13.84
4,53,C+D+S,Colp,29.555338753387534
4,53,C+D+S,Dexio,234.79241192411922
4,53,C+D+S,Spiro,13.84
